virus_taxid,host_types,true_label,predicted_prob,predicted_label,correct,error_type,virus_family
2972300,tick,0,0.2326,1,False,false_positive,Phenuiviridae
2972301,tick,0,0.1207,1,False,false_positive,Phenuiviridae
2972302,tick,0,0.0852,1,False,false_positive,Phenuiviridae
2972303,tick,0,0.0455,0,True,correct,Phenuiviridae
2972304,tick,0,0.1231,1,False,false_positive,Phenuiviridae
2972305,tick,0,0.0247,0,True,correct,Picornaviridae
2972306,tick,0,0.0476,0,True,correct,Picornaviridae
2972321,tick,0,0.0354,0,True,correct,Rhabdoviridae
2972323,tick,0,0.011,0,True,correct,Rhabdoviridae
2972325,tick,0,0.0537,0,True,correct,Rhabdoviridae
2972326,tick,0,0.0323,0,True,correct,Rhabdoviridae
2972327,tick,0,0.0315,0,True,correct,Rhabdoviridae
2972329,tick,0,0.0472,0,True,correct,Rhabdoviridae
2972330,tick,0,0.0185,0,True,correct,Rhabdoviridae
2972331,tick,0,0.0214,0,True,correct,Rhabdoviridae
2972332,tick,0,0.0268,0,True,correct,Rhabdoviridae
2972333,tick,0,0.0352,0,True,correct,Rhabdoviridae
2972335,tick,0,0.0646,0,True,correct,Rhabdoviridae
2972336,tick,0,0.0256,0,True,correct,Rhabdoviridae
2972337,tick,0,0.0195,0,True,correct,Rhabdoviridae
2972338,tick,0,0.0447,0,True,correct,Rhabdoviridae
2972340,tick,0,0.0172,0,True,correct,Rhabdoviridae
2976198,biting_midge,0,0.0905,1,False,false_positive,Unassigned
2977130,tick,0,0.0324,0,True,correct,Phenuiviridae
2977131,tick,0,0.0452,0,True,correct,Rhabdoviridae
2977134,tick,0,0.0158,0,True,correct,Rhabdoviridae
2980397,mosquito,0,0.0242,0,True,correct,Picornaviridae
2980398,mosquito,0,0.0175,0,True,correct,Rhabdoviridae
2980574,mosquito,0,0.0348,0,True,correct,Flaviviridae
2980575,mosquito,0,0.0079,0,True,correct,Phenuiviridae
2980576,mosquito,0,0.0221,0,True,correct,Picornaviridae
2980578,mosquito,0,0.0501,0,True,correct,Rhabdoviridae
2980582,mosquito,0,0.0615,0,True,correct,Flaviviridae
2980584,mosquito,0,0.0686,0,True,correct,Rhabdoviridae
2980586,mosquito,0,0.0361,0,True,correct,Flaviviridae
2980601,mosquito,0,0.0356,0,True,correct,Phenuiviridae
2980602,mosquito,0,0.0562,0,True,correct,Phenuiviridae
2980603,mosquito,0,0.0426,0,True,correct,Phenuiviridae
2980604,mosquito,0,0.0499,0,True,correct,Phenuiviridae
2980605,mosquito,0,0.0164,0,True,correct,Phenuiviridae
2980606,mosquito,0,0.0202,0,True,correct,Phenuiviridae
2980607,mosquito,0,0.0116,0,True,correct,Phenuiviridae
2980608,mosquito,0,0.0405,0,True,correct,Phenuiviridae
2980609,mosquito,0,0.0253,0,True,correct,Phenuiviridae
2980610,mosquito,0,0.0322,0,True,correct,Phenuiviridae
2980611,mosquito,0,0.0423,0,True,correct,Phenuiviridae
2980612,mosquito,0,0.0254,0,True,correct,Phenuiviridae
2980613,mosquito,0,0.0239,0,True,correct,Phenuiviridae
2980618,mosquito,0,0.0326,0,True,correct,Rhabdoviridae
2980629,mosquito,0,0.0273,0,True,correct,Rhabdoviridae
2982807,"mosquito,tick",0,0.1448,1,False,false_positive,Flaviviridae
2983972,tick,0,0.0229,0,True,correct,Nairoviridae
2983973,tick,0,0.0348,0,True,correct,Phenuiviridae
2983974,tick,0,0.0509,0,True,correct,Rhabdoviridae
2983975,tick,0,0.0395,0,True,correct,Rhabdoviridae
2983976,tick,0,0.0194,0,True,correct,Rhabdoviridae
2983978,tick,0,0.0696,0,True,correct,Nairoviridae
2985555,tick,0,0.1065,1,False,false_positive,Sedoreoviridae
2992311,tick,0,0.2708,1,False,false_positive,Orthomyxoviridae
2994983,tick,0,0.045,0,True,correct,Caliciviridae
2994984,tick,0,0.0235,0,True,correct,Nairoviridae
2996457,tick,0,0.0908,1,False,false_positive,Nairoviridae
2996478,mosquito,0,0.0335,0,True,correct,Rhabdoviridae
2998222,tick,0,0.078,1,False,false_positive,Sedoreoviridae
3014795,mosquito,0,0.0316,0,True,correct,Polycipiviridae
3015520,mosquito,0,0.0294,0,True,correct,Rhabdoviridae
3015522,mosquito,0,0.0349,0,True,correct,Orthomyxoviridae
3015525,mosquito,0,0.0231,0,True,correct,Rhabdoviridae
3015527,mosquito,0,0.0336,0,True,correct,Hepaciviridae
3015530,mosquito,0,0.0263,0,True,correct,Rhabdoviridae
3015532,mosquito,0,0.0395,0,True,correct,Rhabdoviridae
3038384,tick,0,0.0171,0,True,correct,Iflaviridae
3038386,tick,0,0.0157,0,True,correct,Phenuiviridae
3042448,tick,0,0.0208,0,True,correct,Parvoviridae
3043486,mosquito,0,0.0288,0,True,correct,Parvoviridae
3043492,mosquito,0,0.0112,0,True,correct,Rhabdoviridae
3043598,tick,0,0.1474,1,False,false_positive,Flaviviridae
3043611,mosquito,0,0.0711,0,True,correct,Flaviviridae
3045052,mosquito,0,0.0445,0,True,correct,Flaviviridae
3046367,tick,0,0.0358,0,True,correct,Phenuiviridae
3048655,mosquito,0,0.0304,0,True,correct,Peribunyaviridae
3050965,mosquito,0,0.0484,0,True,correct,Peribunyaviridae
3051319,mosquito,0,0.0326,0,True,correct,Poxviridae
3052226,tick,0,0.1575,1,False,false_positive,Hepaciviridae
3052241,mosquito,0,0.0355,0,True,correct,Peribunyaviridae
3052261,tick,0,0.0309,0,True,correct,Phenuiviridae
3052303,tick,1,0.3795,1,True,correct,Arenaviridae
3052328,tick,1,0.168,1,True,correct,Arenaviridae
3052329,tick,1,0.1319,1,True,correct,Arenaviridae
3052364,mosquito,0,0.0206,0,True,correct,Nairoviridae
3052376,mosquito,0,0.0122,0,True,correct,Peribunyaviridae
3052378,mosquito,0,0.0447,0,True,correct,Peribunyaviridae
3052384,mosquito,0,0.2015,1,False,false_positive,Peribunyaviridae
3052405,biting_midge,0,0.1013,1,False,false_positive,Peribunyaviridae
3052427,mosquito,0,0.0662,0,True,correct,Peribunyaviridae
3052440,"biting_midge,mosquito",1,0.0418,0,False,false_negative,Peribunyaviridae
3052441,mosquito,0,0.2689,1,False,false_positive,Peribunyaviridae
3052444,mosquito,1,0.2025,1,True,correct,Peribunyaviridae
3052445,mosquito,1,0.259,1,True,correct,Peribunyaviridae
3052456,mosquito,1,0.152,1,True,correct,Peribunyaviridae
3052465,tick,0,0.3867,1,False,false_positive,Flaviviridae
3052466,mosquito,0,0.5144,1,False,false_positive,Flaviviridae
3052493,mosquito,1,0.0846,1,True,correct,Hantaviridae
3052510,tick,1,0.3379,1,True,correct,Nairoviridae
3052511,tick,0,0.0575,0,True,correct,Nairoviridae
3052512,tick,0,0.0227,0,True,correct,Nairoviridae
3052514,tick,1,0.0363,0,False,false_negative,Nairoviridae
3052518,tick,1,0.0609,0,False,false_negative,Nairoviridae
3052520,tick,0,0.0527,0,True,correct,Nairoviridae
3052529,tick,0,0.1552,1,False,false_positive,Nairoviridae
3052534,tick,0,0.1617,1,False,false_positive,Nairoviridae
3052631,mosquito,0,0.0313,0,True,correct,Phenuiviridae
3052633,mosquito,0,0.021,0,True,correct,Phenuiviridae
3052664,tick,0,0.056,0,True,correct,Phenuiviridae
3052799,tick,0,0.0969,1,False,false_positive,Phenuiviridae
3055744,mosquito,0,0.0371,0,True,correct,Phenuiviridae
3055745,mosquito,0,0.0654,0,True,correct,Phenuiviridae
3055746,mosquito,0,0.0166,0,True,correct,Phenuiviridae
3055747,mosquito,0,0.0191,0,True,correct,Phenuiviridae
3055749,mosquito,0,0.0297,0,True,correct,Phenuiviridae
3055751,mosquito,0,0.0227,0,True,correct,Phenuiviridae
3056569,mosquito,0,0.0341,0,True,correct,Phenuiviridae
3056570,mosquito,0,0.0293,0,True,correct,Phenuiviridae
3056571,mosquito,0,0.0323,0,True,correct,Phenuiviridae
3056572,mosquito,0,0.0318,0,True,correct,Phenuiviridae
3056573,mosquito,0,0.0296,0,True,correct,Phenuiviridae
3058444,tick,0,0.4815,1,False,false_positive,Flaviviridae
3060160,mosquito,0,0.0359,0,True,correct,Rhabdoviridae
3060500,mosquito,0,0.0219,0,True,correct,Peribunyaviridae
3060506,tick,0,0.1361,1,False,false_positive,Nairoviridae
3061651,tick,0,0.3227,1,False,false_positive,Pestiviridae
3061653,tick,0,0.0866,1,False,false_positive,Phenuiviridae
3064049,tick,0,0.1335,1,False,false_positive,Flaviviridae
3064052,tick,0,0.1592,1,False,false_positive,Nodaviridae
3064053,tick,0,0.0551,0,True,correct,Nodaviridae
3064058,tick,0,0.1455,1,False,false_positive,Phenuiviridae
3064181,mosquito,0,0.027,0,True,correct,Rhabdoviridae
3070203,mosquito,0,0.0369,0,True,correct,Parvoviridae
3072949,mosquito,0,0.0408,0,True,correct,Sedoreoviridae
3072959,mosquito,0,0.0232,0,True,correct,Rhabdoviridae
3072960,mosquito,0,0.0288,0,True,correct,Rhabdoviridae
3076944,biting_midge,0,0.0454,0,True,correct,Nodaviridae
3076945,biting_midge,0,0.0319,0,True,correct,Partitiviridae
3077360,mosquito,0,0.037,0,True,correct,Parvoviridae
3077377,mosquito,0,0.0287,0,True,correct,Rhabdoviridae
3077378,mosquito,0,0.0489,0,True,correct,Iridoviridae
3077879,biting_midge,0,0.0376,0,True,correct,Unassigned
3078402,mosquito,0,0.0164,0,True,correct,Rhabdoviridae
3078403,mosquito,0,0.0271,0,True,correct,Rhabdoviridae
3078422,mosquito,0,0.1935,1,False,false_positive,Phenuiviridae
3078550,tick,0,0.0461,0,True,correct,Nairoviridae
3081665,mosquito,0,0.2169,1,False,false_positive,Birnaviridae
3081666,mosquito,0,0.0053,0,True,correct,Rhabdoviridae
3104761,mosquito,0,0.0233,0,True,correct,Phenuiviridae
3108755,tick,0,0.0727,1,False,false_positive,Circoviridae
3118306,mosquito,0,0.0405,0,True,correct,Parvoviridae
3118734,tick,0,0.0736,1,False,false_positive,Phenuiviridae
3126522,tick,0,0.2663,1,False,false_positive,Flaviviridae
3129116,mosquito,0,0.034,0,True,correct,Sedoreoviridae
3132239,mosquito,0,0.0392,0,True,correct,Flaviviridae
3154161,tick,0,0.0429,0,True,correct,Nodaviridae
3154162,tick,0,0.0391,0,True,correct,Nyamiviridae
3154163,tick,0,0.0575,0,True,correct,Rhabdoviridae
3154165,tick,0,0.2141,1,False,false_positive,Flaviviridae
3239312,biting_midge,0,0.0684,0,True,correct,Nodaviridae
3239313,biting_midge,0,0.0568,0,True,correct,Partitiviridae
3239314,biting_midge,0,0.0306,0,True,correct,Partitiviridae
3239315,biting_midge,0,0.0484,0,True,correct,Solemoviridae
3239316,biting_midge,0,0.033,0,True,correct,Tombusviridae
3239317,biting_midge,0,0.0356,0,True,correct,Orthototiviridae
3239318,biting_midge,0,0.0399,0,True,correct,Unassigned
3239341,mosquito,0,0.0111,0,True,correct,Phenuiviridae
3239343,mosquito,0,0.0284,0,True,correct,Rhabdoviridae
3239344,mosquito,0,0.0124,0,True,correct,Phenuiviridae
3239817,mosquito,0,0.0928,1,False,false_positive,Orthomyxoviridae
3239818,mosquito,0,0.0441,0,True,correct,Orthomyxoviridae
3241300,mosquito,0,0.0458,0,True,correct,Sedoreoviridae
3241517,tick,0,0.0292,0,True,correct,Rhabdoviridae
3241518,tick,0,0.056,0,True,correct,Rhabdoviridae
3248547,tick,0,0.1041,1,False,false_positive,Nairoviridae
3345038,mosquito,0,0.0715,0,True,correct,Flaviviridae
3345039,mosquito,0,0.0334,0,True,correct,Flaviviridae
3345144,mosquito,0,0.0061,0,True,correct,Retroviridae
3345145,mosquito,0,0.0393,0,True,correct,Retroviridae
3345198,mosquito,0,0.0208,0,True,correct,Parvoviridae
3348409,tick,0,0.0718,0,True,correct,Parvoviridae
3366332,tick,0,0.0506,0,True,correct,Nairoviridae
3367773,biting_midge,0,0.0371,0,True,correct,Unassigned
3377005,tick,0,0.0419,0,True,correct,Phenuiviridae
3377089,tick,0,0.0245,0,True,correct,Nairoviridae
3377596,biting_midge,0,0.0298,0,True,correct,Chuviridae
3377597,biting_midge,0,0.0992,1,False,false_positive,Iflaviridae
3377598,biting_midge,0,0.0427,0,True,correct,Unassigned
3377599,biting_midge,0,0.0196,0,True,correct,Unassigned
3377601,biting_midge,0,0.0391,0,True,correct,Unassigned
3377602,biting_midge,0,0.0331,0,True,correct,Nodaviridae
3377603,biting_midge,0,0.0349,0,True,correct,Tombusviridae
3381433,tick,0,0.0496,0,True,correct,Peribunyaviridae
3382194,tick,0,0.048,0,True,correct,Orthomyxoviridae
3383105,tick,0,0.0675,0,True,correct,Nairoviridae
3391156,tick,0,0.0105,0,True,correct,Nairoviridae
3391820,tick,0,0.0883,1,False,false_positive,Nairoviridae
3393475,tick,0,0.0578,0,True,correct,Phenuiviridae
3393476,tick,0,0.0319,0,True,correct,Rhabdoviridae
3394922,tick,0,0.0408,0,True,correct,Nairoviridae
3394926,tick,0,0.0793,1,False,false_positive,Phenuiviridae
3396455,tick,0,0.061,0,True,correct,Rhabdoviridae
3396564,tick,0,0.0627,0,True,correct,Orthomyxoviridae
3397829,mosquito,0,0.0219,0,True,correct,Rhabdoviridae
3399804,tick,0,0.069,0,True,correct,Parvoviridae
3401101,tick,0,0.0205,0,True,correct,Birnaviridae
3401104,tick,0,0.1912,1,False,false_positive,Flaviviridae
3401106,tick,0,0.0662,0,True,correct,Phenuiviridae
3403577,mosquito,0,0.037,0,True,correct,Flaviviridae
3403579,mosquito,0,0.0535,0,True,correct,Flaviviridae
3406653,tick,0,0.1718,1,False,false_positive,Orthomyxoviridae
3416183,tick,0,0.1106,1,False,false_positive,Rhabdoviridae
3416578,mosquito,0,0.0499,0,True,correct,Circoviridae
3416579,mosquito,0,0.0132,0,True,correct,Parvoviridae
3416580,mosquito,0,0.0864,1,False,false_positive,Peribunyaviridae
3416581,mosquito,0,0.0661,0,True,correct,Peribunyaviridae
3416584,mosquito,0,0.0263,0,True,correct,Rhabdoviridae
3424593,mosquito,0,0.0702,0,True,correct,Sedoreoviridae
3426274,tick,0,0.0712,0,True,correct,Rhabdoviridae
3426305,mosquito,0,0.1516,1,False,false_positive,Togaviridae
3431265,mosquito,0,0.057,0,True,correct,Peribunyaviridae
3433932,tick,0,0.0893,1,False,false_positive,Orthomyxoviridae
3433935,tick,0,0.1768,1,False,false_positive,Phenuiviridae
3433937,tick,0,0.1144,1,False,false_positive,Phenuiviridae
3433938,tick,0,0.0326,0,True,correct,Peribunyaviridae
3433940,tick,0,0.0593,0,True,correct,Nairoviridae
3433941,tick,0,0.0363,0,True,correct,Phenuiviridae
3438446,mosquito,0,0.0427,0,True,correct,Peribunyaviridae
3446378,mosquito,0,0.0272,0,True,correct,Spinareoviridae
3451421,tick,0,0.0968,1,False,false_positive,Peribunyaviridae
3451422,tick,0,0.0225,0,True,correct,Peribunyaviridae
3451423,tick,0,0.0406,0,True,correct,Peribunyaviridae
3451424,tick,0,0.0682,0,True,correct,Peribunyaviridae
3451425,tick,0,0.0341,0,True,correct,Peribunyaviridae
3451426,tick,0,0.0296,0,True,correct,Peribunyaviridae
3451443,tick,0,0.0365,0,True,correct,Picornaviridae
3459223,mosquito,0,0.03,0,True,correct,Togaviridae
3459225,mosquito,0,0.0581,0,True,correct,Togaviridae
3459227,mosquito,0,0.047,0,True,correct,Togaviridae
3459234,mosquito,0,0.0373,0,True,correct,Togaviridae
3459235,tick,0,0.0588,0,True,correct,Togaviridae
3459236,mosquito,0,0.029,0,True,correct,Togaviridae
3459237,biting_midge,0,0.0828,1,False,false_positive,Togaviridae
3459241,mosquito,0,0.0278,0,True,correct,Togaviridae
3459247,mosquito,0,0.0598,0,True,correct,Togaviridae
3459248,tick,0,0.1281,1,False,false_positive,Togaviridae
3466800,tick,0,0.0147,0,True,correct,Phenuiviridae
3467368,tick,0,0.0597,0,True,correct,Nairoviridae
3467557,mosquito,0,0.027,0,True,correct,Rhabdoviridae
3467558,biting_midge,0,0.0512,0,True,correct,Mesoniviridae
3467559,biting_midge,0,0.0357,0,True,correct,Iflaviridae
3467561,biting_midge,0,0.0563,0,True,correct,Rhabdoviridae
3467562,biting_midge,0,0.0361,0,True,correct,Rhabdoviridae
3467566,mosquito,0,0.1033,1,False,false_positive,Flaviviridae
3467571,tick,0,0.0333,0,True,correct,Sedoreoviridae
3467576,tick,0,0.033,0,True,correct,Circoviridae
3467577,tick,0,0.0908,1,False,false_positive,Polyomaviridae
3467602,mosquito,0,0.0934,1,False,false_positive,Flaviviridae
3467795,mosquito,0,0.112,1,False,false_positive,Phenuiviridae
3467796,mosquito,0,0.0694,0,True,correct,Phenuiviridae
3467800,mosquito,0,0.2213,1,False,false_positive,Togaviridae
3467807,mosquito,0,0.0227,0,True,correct,Phenuiviridae
3467808,mosquito,0,0.0304,0,True,correct,Phenuiviridae
3467837,tick,0,0.0304,0,True,correct,Nairoviridae
3467851,tick,0,0.1343,1,False,false_positive,Phenuiviridae
3683038,mosquito,0,0.1548,1,False,false_positive,Picornaviridae
3685803,mosquito,0,0.0203,0,True,correct,Rhabdoviridae
3696584,tick,0,0.0578,0,True,correct,Peribunyaviridae
3701621,mosquito,0,0.0393,0,True,correct,Orthoherpesviridae
3701622,mosquito,0,0.0469,0,True,correct,Parvoviridae
3701623,mosquito,0,0.0345,0,True,correct,Orthoherpesviridae
3707041,mosquito,0,0.1313,1,False,false_positive,Peribunyaviridae
