virus_taxid,virus_name,virus_family,virus_genus,vector_groups,vector_borne_to_humans,model_predicted,correctly_classified
2860949,Etutanne virus 3,Phenuiviridae,Mobuvirus,mosquito,0,0,True
2034330,Fairhair virus,Phenuiviridae,Ixovirus,tick,0,0,True
3104761,Fangshan bunya-like virus,Phenuiviridae,Mobuvirus,mosquito,0,0,True
2755159,Fitzroy Crossing tenui-like virus 1,Phenuiviridae,Horwuvirus,mosquito,0,0,True
2661635,Furrundu phlebovirus,Phenuiviridae,Phlebovirus,mosquito,0,0,True
1489102,Gissar virus,Phenuiviridae,Uukuvirus,tick,0,0,True
2809440,Goukovirus sp.,Phenuiviridae,Goukovirus,biting_midge,0,0,True
603003,Gouleako virus,Phenuiviridae,Goukovirus,mosquito,0,0,True
487098,Grand Arbaud virus,Phenuiviridae,Uukuvirus,tick,0,0,True
1763596,Guertu virus,Phenuiviridae,Bandavirus,tick,0,0,True
2980575,Hameenlinna phasivirus,Phenuiviridae,Phasivirus,mosquito,0,0,True
2980610,Hanko phenui-like virus 1,Phenuiviridae,,mosquito,0,0,True
2980611,Hanko phenui-like virus 2,Phenuiviridae,,mosquito,0,0,True
2980612,Hanko phenui-like virus 3,Phenuiviridae,,mosquito,0,0,True
1216928,Heartland virus,Phenuiviridae,Bandavirus,tick,0,0,True
3401106,Hebei Phenui-like virus,Phenuiviridae,,tick,0,0,True
3467851,Hexagonus ixovirus,Phenuiviridae,Ixovirus,tick,0,1,False
1001303,Huaiyangshan virus,Phenuiviridae,Bandavirus,tick,1,1,True
2816850,Iftin tick virus,Phenuiviridae,Uukuvirus,tick,0,0,True
2980613,Ilomantsi phenui-like virus,Phenuiviridae,,mosquito,0,0,True
3052261,Ixovirus ixodis,Phenuiviridae,Ixovirus,tick,0,0,True
2810278,Ixovirus sp. 1 LU-2021,Phenuiviridae,Ixovirus,tick,0,0,True
3467808,Jurua cumuto-like virus,Phenuiviridae,,mosquito,0,0,True
3467796,Jurua goukovirus,Phenuiviridae,Goukovirus,mosquito,0,0,True
3467795,Jurua mobuvirus,Phenuiviridae,Mobuvirus,mosquito,0,1,False
3467807,Jurua narangue-like virus,Phenuiviridae,,mosquito,0,0,True
1851087,Kabuto mountain virus,Phenuiviridae,Uukuvirus,tick,0,0,True
1564120,Kaisodi virus,Phenuiviridae,Uukuvirus,tick,0,0,True
2980606,Kalajoki phenui-like virus 1,Phenuiviridae,,mosquito,0,0,True
2980607,Kalajoki phenui-like virus 2,Phenuiviridae,,mosquito,0,0,True
3377005,Kinna virus,Phenuiviridae,Bandavirus,tick,0,0,True
2847813,Kismaayo virus,Phenuiviridae,Bandavirus,tick,0,0,True
2800878,Krasnodar virus,Phenuiviridae,Phlebovirus,tick,0,0,True
3078422,Lameiro phenuivirus,Phenuiviridae,,mosquito,0,1,False
1564119,Lanjan virus,Phenuiviridae,Phlebovirus,tick,0,0,True
2809515,Laulavirus sp.,Phenuiviridae,Laulavirus,tick,0,0,True
2027354,Laurel Lake virus,Phenuiviridae,Laulavirus,tick,0,0,True
1917976,Lesvos virus,Phenuiviridae,Phlebovirus,tick,0,0,True
1608056,Lihan tick virus,Phenuiviridae,Uukuvirus,tick,0,0,True
2789410,Limansky tick phlebovirus,Phenuiviridae,Phlebovirus,tick,0,0,True
1219465,Lone Star virus,Phenuiviridae,Bandavirus,tick,0,1,False
1204160,Manawa virus,Phenuiviridae,Phlebovirus,tick,0,0,True
3056573,Mansonia goukovirus,Phenuiviridae,,mosquito,0,0,True
2816849,Mbalambala tick virus,Phenuiviridae,Uukuvirus,tick,0,0,True
2809575,Mobuvirus sp.,Phenuiviridae,Mobuvirus,mosquito,0,0,True
2983973,Mudanjiang phlebovirus,Phenuiviridae,Phlebovirus,tick,0,0,True
1569922,Mukawa virus,Phenuiviridae,Phlebovirus,tick,0,1,False
2972298,Nanning Phenu tick virus 1,Phenuiviridae,,tick,0,0,True
2689367,Narangue virus,Phenuiviridae,Mobuvirus,mosquito,0,1,False
2569589,Ntepes virus,Phenuiviridae,Phlebovirus,tick,0,0,True
1913640,Odaw virus,Phenuiviridae,Phlebovirus,tick,0,0,True
2583479,Okutama tick virus,Phenuiviridae,Uukuvirus,tick,0,1,False
1981097,Okutama tick virus 34,Phenuiviridae,Phlebovirus,tick,0,0,True
2789411,Onega tick phlebovirus,Phenuiviridae,Ixovirus,tick,0,0,True
1977075,Pacific coast tick phlebovirus,Phenuiviridae,Uukuvirus,tick,0,1,False
2980608,Palkane phenui-like virus 1,Phenuiviridae,,mosquito,0,0,True
2980609,Palkane phenui-like virus 2,Phenuiviridae,,mosquito,0,0,True
1213621,Palma virus,Phenuiviridae,Phlebovirus,tick,0,0,True
2755152,Parry's Creek phasivirus 1,Phenuiviridae,Phasivirus,mosquito,0,0,True
3052631,Phasivirus phasiense,Phenuiviridae,Phasivirus,mosquito,0,0,True
2809669,Phasivirus sp.,Phenuiviridae,Phasivirus,mosquito,0,0,True
3052633,Phasivirus wutaiense,Phenuiviridae,Phasivirus,mosquito,0,0,True
1642042,Phlebovirus Antigone,Phenuiviridae,Phlebovirus,tick,0,0,True
2555890,Phlebovirus Strandja-BG2012-GII-strainCS,Phenuiviridae,Phlebovirus,tick,0,0,True
2555893,Phlebovirus Strandja-BG2012-GIII-strainCR,Phenuiviridae,Phlebovirus,tick,0,0,True
2555896,Phlebovirus Strandja-BG2012-GV,Phenuiviridae,Phlebovirus,tick,0,1,False
3052664,Phlebovirus mukawaense,Phenuiviridae,Phlebovirus,tick,0,0,True
206378,Phlebovirus sp.,Phenuiviridae,Phlebovirus,tick,0,0,True
1833915,Phlebovirus sp. 20A,Phenuiviridae,Phlebovirus,tick,0,0,True
1833928,Phlebovirus sp. 26A,Phenuiviridae,Phlebovirus,tick,0,0,True
2015063,Phlebovirus sp. G1-S,Phenuiviridae,Phlebovirus,tick,0,0,True
2015057,Phlebovirus sp. P-L,Phenuiviridae,Phlebovirus,tick,0,0,True
2015054,Phlebovirus sp. SL1-L,Phenuiviridae,Phlebovirus,tick,0,0,True
2015056,Phlebovirus sp. SL3-L,Phenuiviridae,Phlebovirus,tick,0,0,True
2661634,Pixe phlebovirus,Phenuiviridae,Phlebovirus,mosquito,0,0,True
3433935,Plateau tick ixovirus,Phenuiviridae,Ixovirus,tick,0,1,False
3433941,Plateau tick phlebovirus,Phenuiviridae,Phlebovirus,tick,0,0,True
3433937,Plateau tick uukuvirus,Phenuiviridae,Uukuvirus,tick,0,1,False
487097,Precarious point virus,Phenuiviridae,Uukuvirus,tick,0,0,True
2800880,Protichka virus,Phenuiviridae,Phlebovirus,tick,0,0,True
3038386,Qingdao tick uukuvirus,Phenuiviridae,Uukuvirus,tick,0,0,True
1010669,RML-105355 virus,Phenuiviridae,Uukuvirus,tick,0,0,True
2569610,Rhipicephalus associated phlebovirus 1,Phenuiviridae,Phlebovirus,tick,0,0,True
11588,Rift Valley fever virus,Phenuiviridae,Phlebovirus,mosquito,0,1,False
1531287,Rukutama virus,Phenuiviridae,Uukuvirus,tick,0,0,True
2789412,Sara tick phlebovirus,Phenuiviridae,Ixovirus,tick,0,1,False
2895616,Sefomo virus,Phenuiviridae,Goukovirus,mosquito,0,0,True
1003835,Severe fever with thrombocytopenia syndrome virus,Phenuiviridae,Bandavirus,tick,0,1,False
1564122,Shibuyunji virus,Phenuiviridae,Phlebovirus,tick,0,0,True
1608077,Shuangao Insect Virus 3,Phenuiviridae,Mobuvirus,mosquito,0,0,True
2951466,Sichuan tick phlebovirus,Phenuiviridae,Phlebovirus,tick,0,0,True
1564099,Silverwater virus,Phenuiviridae,Uukuvirus,tick,0,0,True
1608084,Tacheng Tick Virus 2,Phenuiviridae,Uukuvirus,tick,0,1,False
3046367,Tacheng tick virus,Phenuiviridae,,tick,0,0,True
2020880,Tick phlebovirus,Phenuiviridae,Uukuvirus,tick,0,1,False
2201043,Tick phlebovirus Anatolia 1,Phenuiviridae,Phlebovirus,tick,0,0,True
2972299,Tongren Phenu tick virus 1,Phenuiviridae,,tick,0,0,True
2874031,Toyo virus,Phenuiviridae,Uukuvirus,tick,0,0,True
1933191,Uukuniemi phlebovirus,Phenuiviridae,Uukuvirus,tick,0,0,True
11591,Uukuniemi virus,Phenuiviridae,Uukuvirus,tick,0,0,True
3052799,Uukuvirus hoplandense,Phenuiviridae,Uukuvirus,tick,0,1,False
2972303,Xining Phenu tick virus 1,Phenuiviridae,,tick,0,0,True
2560015,Xinjiang tick phlebovirus,Phenuiviridae,Uukuvirus,tick,0,1,False
2972300,Yanbian Phenu tick virus 1,Phenuiviridae,,tick,0,1,False
1608145,Yongjia Tick Virus 1,Phenuiviridae,Uukuvirus,tick,0,1,False
3394926,Yunnan phenu-like virus 95,Phenuiviridae,,tick,0,1,False
2748235,Zaliv Terpeniya virus,Phenuiviridae,Uukuvirus,tick,0,0,True
2800884,Zelenogradsk virus,Phenuiviridae,Phlebovirus,tick,0,0,True
2972302,Zhangjiakou Phenu tick virus 1,Phenuiviridae,,tick,0,1,False
1526521,blacklegged tick virus 1,Phenuiviridae,Ixovirus,tick,0,1,False
1844920,blacklegged tick virus 3,Phenuiviridae,Ixovirus,tick,0,1,False
2972306,Beijing Picor tick virus 1,Picornaviridae,,tick,0,0,True
2855390,Chiquitos picornavirus,Picornaviridae,,mosquito,0,0,True
12072,Coxsackievirus B3,Picornaviridae,Enterovirus,mosquito,1,1,True
3451443,Haemaphysalis longicornis associated picorna-like virus,Picornaviridae,,tick,0,0,True
2980576,Hanko picorna-like virus,Picornaviridae,,mosquito,0,0,True
201466,Human enterovirus sp. ex Amblyomma americanum,Picornaviridae,Enterovirus,tick,0,0,True
195055,Human parechovirus 3,Picornaviridae,Parechovirus,mosquito,1,1,True
2651930,Ista virus,Picornaviridae,,mosquito,0,0,True
2950737,Ixodes ricinus picorna-like virus 1,Picornaviridae,,tick,0,0,True
2972305,Jinan Picor tick virus 1,Picornaviridae,,tick,0,0,True
2651931,Jotan virus,Picornaviridae,,mosquito,0,0,True
72149,Kobuvirus aichi,Picornaviridae,Kobuvirus,tick,1,0,False
3683038,New Brunswick picoRNA-like virus,Picornaviridae,,mosquito,0,1,False
2980397,Nor picorna-like virus,Picornaviridae,,mosquito,0,0,True
1803956,Parechovirus A,Picornaviridae,Parechovirus,mosquito,1,0,False
1530251,Picornaviridae sp.,Picornaviridae,,"mosquito,tick",0,0,True
2902641,Pyongtaek Culex picornavirus,Picornaviridae,,mosquito,0,0,True
1484573,Sikhote-Alin virus,Picornaviridae,Cardiovirus,tick,0,0,True
2952018,XiangYun picorna-like virus 1,Picornaviridae,,mosquito,0,0,True
2952019,XiangYun picorna-like virus 2,Picornaviridae,,mosquito,0,0,True
2952020,XiangYun picorna-like virus 3,Picornaviridae,,mosquito,0,0,True
2952021,XiangYun picorna-like virus 4,Picornaviridae,,mosquito,0,0,True
2952022,XiangYun picorna-like virus 5,Picornaviridae,,mosquito,0,0,True
2952023,XiangYun picorna-like virus 6,Picornaviridae,,mosquito,0,0,True
2952024,XiangYun picorna-like virus 7,Picornaviridae,,mosquito,0,0,True
12063,parechovirus A1,Picornaviridae,Parechovirus,mosquito,1,1,True
3014795,Picornavirus ishikawaense,Polycipiviridae,,mosquito,0,0,True
1634381,Sheep polyomavirus 1,Polyomaviridae,,tick,0,1,False
3467577,Zaloxo virus 4,Polyomaviridae,Alphapolyomavirus,tick,0,1,False
129727,Bovine papular stomatitis virus,Poxviridae,Parapoxvirus,tick,1,0,False
2591803,Brazilian porcupinepox virus,Poxviridae,,tick,0,0,True
10261,Fowlpox virus,Poxviridae,Avipoxvirus,mosquito,0,0,True
59509,Lumpy skin disease virus,Poxviridae,Capripoxvirus,tick,0,0,True
3051319,Oriental turtle dovepox virus,Poxviridae,,mosquito,0,0,True
129726,Pseudocowpox virus,Poxviridae,Parapoxvirus,tick,1,1,True
10271,Rabbit fibroma virus,Poxviridae,Leporipoxvirus,mosquito,0,0,True
1076255,Yokapox virus,Poxviridae,Centapoxvirus,mosquito,0,0,True
1034803,uncultured Poxvirus,Poxviridae,,mosquito,0,0,True
11788,Abelson murine leukemia virus,Retroviridae,Gammaretrovirus,mosquito,0,1,False
3345144,Anopheles darlingi retro-like virus 1,Retroviridae,,mosquito,0,0,True
3345145,Anopheles darlingi retro-like virus 2,Retroviridae,,mosquito,0,0,True
11864,Avian leukosis virus,Retroviridae,Alpharetrovirus,mosquito,0,1,False
196403,Baboon endogenous virus,Retroviridae,Gammaretrovirus,mosquito,0,0,True
11901,Bovine leukemia virus,Retroviridae,Deltaretrovirus,biting_midge,1,0,False
2913605,Enzootic nasal tumor virus 2,Retroviridae,Betaretrovirus,tick,0,0,True
11827,Human endogenous retrovirus,Retroviridae,,mosquito,1,0,False
2996478,Aedes japonicus rhabdovirus 1,Rhabdoviridae,,mosquito,0,0,True
2789884,Aedes rhabdo-like virus,Rhabdoviridae,,mosquito,0,0,True
3015520,Aedes rhabdovirus 1,Rhabdoviridae,,mosquito,0,0,True
1972682,Almendravirus,Rhabdoviridae,Almendravirus,mosquito,0,0,True
1972683,Almendravirus arboretum,Rhabdoviridae,Almendravirus,mosquito,0,1,False
1972684,Almendravirus balsa,Rhabdoviridae,Almendravirus,mosquito,0,1,False
1972687,Almendravirus chico,Rhabdoviridae,Almendravirus,mosquito,0,0,True
1972685,Almendravirus cootbay,Rhabdoviridae,Almendravirus,mosquito,0,0,True
2734366,Almendravirus menghai,Rhabdoviridae,Almendravirus,mosquito,0,0,True
3416584,Almendravirus sp. 'chester',Rhabdoviridae,Almendravirus,mosquito,0,0,True
3426274,Alpharicinrhavirus bancrofti,Rhabdoviridae,Alpharicinrhavirus,tick,0,0,True
2843859,Alpharicinrhavirus bole,Rhabdoviridae,Alpharicinrhavirus,tick,0,0,True
2959765,Alpharicinrhavirus sp.,Rhabdoviridae,Alpharicinrhavirus,tick,0,0,True
2977131,Alxa tick rhabdovirus,Rhabdoviridae,Lostrhavirus,tick,0,0,True
2079610,American dog tick rhabdovirus-2,Rhabdoviridae,,tick,0,0,True
3015525,Armigeres rhabdo-like virus 2,Rhabdoviridae,,mosquito,0,0,True
3064181,Armigeres subalbatus rhabdovirus,Rhabdoviridae,Merhavirus,mosquito,0,0,True
1272961,Aruac virus,Rhabdoviridae,Arurhavirus,mosquito,0,0,True
2689334,Atrato Rhabdo-like virus 2,Rhabdoviridae,,mosquito,0,0,True
2689335,Atrato Rhabdo-like virus 3,Rhabdoviridae,Primrhavirus,mosquito,0,0,True
3239343,Bafoussam mosquito rhabdovirus,Rhabdoviridae,Ohlsrhavirus,mosquito,0,0,True
932699,Bahia Grande virus,Rhabdoviridae,Barhavirus,mosquito,0,0,True
864693,Bangoran virus,Rhabdoviridae,Hapavirus,mosquito,0,0,True
1819301,Beatrice Hill virus,Rhabdoviridae,Tibrovirus,biting_midge,0,1,False
1407072,Beaumont virus,Rhabdoviridae,,mosquito,0,0,True
2079605,Blacklegged tick rhabdovirus 1,Rhabdoviridae,Betaricinrhavirus,tick,0,1,False
2704630,Blanchseco virus,Rhabdoviridae,Alpharicinrhavirus,tick,0,0,True
864698,Boteke virus,Rhabdoviridae,Sunrhavirus,mosquito,0,0,True
11303,Bovine ephemeral fever virus,Rhabdoviridae,Ephemerovirus,"biting_midge,mosquito",0,0,True
3081666,Cambodia Anopheles rhabdovirus,Rhabdoviridae,,mosquito,0,0,True
3154163,Chihuahua tick rhabdovirus 1,Rhabdoviridae,,tick,0,0,True
2116536,Chimay rhabdovirus,Rhabdoviridae,Betaricinrhavirus,tick,0,1,False
2895609,Cimo rhabdovirus I,Rhabdoviridae,,mosquito,0,0,True
2895613,Cimo rhabdovirus V,Rhabdoviridae,,mosquito,0,0,True
1272962,Connecticut virus,Rhabdoviridae,Sawgrhavirus,tick,0,0,True
3078402,Corixo rhabdovirus 1,Rhabdoviridae,,mosquito,0,0,True
3078403,Corixo rhabdovirus 2,Rhabdoviridae,Merhavirus,mosquito,0,0,True
2851140,Coxipo dielmovirus,Rhabdoviridae,,mosquito,0,0,True
2805771,Culex perexiguus rhabdovirus,Rhabdoviridae,,mosquito,0,1,False
2684265,Culex pseudovishnui rhabdo-like virus,Rhabdoviridae,Ohlsrhavirus,mosquito,0,0,True
3015530,Culex quinquefasciatus rhabdo-like virus 1,Rhabdoviridae,,mosquito,0,0,True
2010277,Culex rhabdo-like virus,Rhabdoviridae,Ohlsrhavirus,mosquito,0,1,False
3015532,Culex rhabdo-like virus 2,Rhabdoviridae,Ohlsrhavirus,mosquito,0,0,True
2849718,Culex rhabdo-like virus Los Angeles,Rhabdoviridae,Ohlsrhavirus,mosquito,0,0,True
2304515,Culex rhabdovirus,Rhabdoviridae,,mosquito,0,0,True
936308,Culex tritaeniorhynchus rhabdovirus,Rhabdoviridae,Merhavirus,mosquito,0,1,False
3467557,Curionopolis stangrhavirus 2,Rhabdoviridae,,mosquito,0,0,True
490110,Curionopolis virus,Rhabdoviridae,Curiovirus,biting_midge,0,0,True
2741539,Cururu rhabdovirus,Rhabdoviridae,,mosquito,0,0,True
2950732,Dermacentor reticulatus rhabdovirus 1,Rhabdoviridae,Alpharicinrhavirus,tick,0,0,True
2315722,Dillard's Draw virus,Rhabdoviridae,Sunrhavirus,mosquito,0,1,False
2079606,Dog Tick rhabdovirus-1,Rhabdoviridae,,tick,0,0,True
2980629,Enontekio ohlsrhavirus,Rhabdoviridae,Ohlsrhavirus,mosquito,0,0,True
2980618,Enontekio rhabdovirus,Rhabdoviridae,,mosquito,0,0,True
3397829,Ephemerovirus sp. 'akisim',Rhabdoviridae,Ephemerovirus,mosquito,0,0,True
2805769,Evros rhabdovirus 1,Rhabdoviridae,,mosquito,0,0,True
2805770,Evros rhabdovirus 2,Rhabdoviridae,,mosquito,0,0,True
2892543,Formosus virus,Rhabdoviridae,Merhavirus,mosquito,0,0,True
318849,Fukuoka virus,Rhabdoviridae,Ledantevirus,biting_midge,0,1,False
2977134,Fuyun tick rhabdovirus,Rhabdoviridae,Gammaricinrhavirus,tick,0,0,True
1272942,Gray Lodge virus,Rhabdoviridae,Hapavirus,mosquito,0,0,True
2661637,Guampa vesiculovirus,Rhabdoviridae,Vesiculovirus,mosquito,0,0,True
2972323,Guyuan Rhabd tick virus 1,Rhabdoviridae,Alpharicinrhavirus,tick,0,0,True
1972612,Hapavirus flanders,Rhabdoviridae,Hapavirus,mosquito,0,0,True
1972626,Hapavirus wongabel,Rhabdoviridae,Hapavirus,biting_midge,0,0,True
1569259,Harrison Dam virus,Rhabdoviridae,Sunrhavirus,mosquito,0,0,True
200401,Hart Park virus,Rhabdoviridae,Hapavirus,mosquito,0,0,True
2980578,Hattula rhabdovirus,Rhabdoviridae,Merhavirus,mosquito,0,0,True
2021721,Holmes Jungle virus,Rhabdoviridae,Hapavirus,mosquito,0,0,True
2972329,Huanggang Rhabd tick virus 2,Rhabdoviridae,Ephemerovirus,tick,0,0,True
1608049,Huangpi Tick Virus 3,Rhabdoviridae,Alpharicinrhavirus,tick,0,0,True
3393476,Hyalomma marginatum rhabdovirus,Rhabdoviridae,Alpharicinrhavirus,tick,0,0,True
2725580,IRE/CTVM19-associated rhabdovirus,Rhabdoviridae,,tick,0,0,True
2980584,Inari rhabdovirus,Rhabdoviridae,Merhavirus,mosquito,0,0,True
3043492,Inhamum rhabdovirus,Rhabdoviridae,,mosquito,0,0,True
490111,Itacaiunas virus,Rhabdoviridae,Curiovirus,biting_midge,0,0,True
1272943,Joinjakaka virus,Rhabdoviridae,Hapavirus,mosquito,0,0,True
200402,Kamese virus,Rhabdoviridae,Hapavirus,mosquito,0,0,True
1428456,Kolente virus,Rhabdoviridae,Ledantevirus,tick,0,1,False
318836,Kotonkan virus,Rhabdoviridae,Ephemerovirus,biting_midge,0,0,True
1272945,Kwatta virus,Rhabdoviridae,Sunrhavirus,mosquito,0,0,True
1272946,La Joya virus,Rhabdoviridae,Hapavirus,mosquito,0,0,True
3060160,Ledantevirus longquan,Rhabdoviridae,Ledantevirus,mosquito,0,0,True
3685803,Leksozero Aedes Stangrhavirus,Rhabdoviridae,Stangrhavirus,mosquito,0,0,True
3241517,Lingshui tick rhabdovirus,Rhabdoviridae,,tick,0,0,True
1756186,Lone star tick rhabdovirus,Rhabdoviridae,Lostrhavirus,tick,0,0,True
1459044,Long Island tick rhabdovirus,Rhabdoviridae,Sawgrhavirus,tick,0,0,True
2877507,Longquan Niviventer coninga ledantevirus 1,Rhabdoviridae,Ledantevirus,tick,0,1,False
1229186,Malakal virus,Rhabdoviridae,Ephemerovirus,mosquito,0,0,True
3072959,Manitoba rhabdovirus 1,Rhabdoviridae,,mosquito,0,0,True
3077377,Manitoba rhabdovirus 2,Rhabdoviridae,,mosquito,0,0,True
3072960,Manitoba rhabdovirus 3,Rhabdoviridae,,mosquito,0,0,True
1272949,Manitoba virus,Rhabdoviridae,Hapavirus,mosquito,0,0,True
3467561,Maraba ohlsrhavirus 1,Rhabdoviridae,Ohlsrhavirus,biting_midge,0,0,True
3467562,Maraba ohlsrhavirus 2,Rhabdoviridae,Ohlsrhavirus,biting_midge,0,0,True
1919071,Menghai virus,Rhabdoviridae,Almendravirus,mosquito,0,0,True
2960741,Merhavirus sp.,Rhabdoviridae,Merhavirus,mosquito,0,0,True
1803034,Merida virus,Rhabdoviridae,Merhavirus,mosquito,0,0,True
1969830,Merida-like virus KE-2017a,Rhabdoviridae,,mosquito,0,0,True
1890685,Mopeia rhabdovirus,Rhabdoviridae,,mosquito,0,1,False
200403,Mosqueiro virus,Rhabdoviridae,Hapavirus,mosquito,0,0,True
200404,Mossuril virus,Rhabdoviridae,Hapavirus,mosquito,0,0,True
698672,Moussa virus,Rhabdoviridae,Mousrhavirus,mosquito,0,1,False
2972327,Mudanjiang Rhabd tick virus 1,Rhabdoviridae,Betaricinrhavirus,tick,0,0,True
932700,Muir Springs virus,Rhabdoviridae,Barhavirus,mosquito,0,0,True
2972321,Nanning Rhabd tick virus 1,Rhabdoviridae,Alpharicinrhavirus,tick,0,0,True
2079603,New Kent County virus,Rhabdoviridae,Ephemerovirus,tick,0,1,False
1272952,New Minto virus,Rhabdoviridae,Sawgrhavirus,tick,0,0,True
380442,Nkolbisson virus,Rhabdoviridae,Ledantevirus,mosquito,0,0,True
1406950,North Creek virus,Rhabdoviridae,Ohlsrhavirus,mosquito,0,0,True
318852,Oak-Vale virus,Rhabdoviridae,Sunrhavirus,mosquito,0,1,False
380160,Obodhiang virus,Rhabdoviridae,Ephemerovirus,mosquito,0,0,True
1271872,Ochlerotatus caspius rhabdovirus 1,Rhabdoviridae,,mosquito,0,0,True
1271873,Ochlerotatus caspius rhabdovirus 2,Rhabdoviridae,,mosquito,0,0,True
2040592,Ohlsdorf virus,Rhabdoviridae,Ohlsrhavirus,mosquito,0,0,True
2734392,Ohlsrhavirus culex,Rhabdoviridae,Ohlsrhavirus,mosquito,0,0,True
2734393,Ohlsrhavirus northcreek,Rhabdoviridae,Ohlsrhavirus,mosquito,0,0,True
2734394,Ohlsrhavirus ohlsdorf,Rhabdoviridae,Ohlsrhavirus,mosquito,0,0,True
2734395,Ohlsrhavirus riverside,Rhabdoviridae,Ohlsrhavirus,mosquito,0,0,True
2734396,Ohlsrhavirus tongilchon,Rhabdoviridae,Ohlsrhavirus,mosquito,0,0,True
1620895,Ord River virus,Rhabdoviridae,Hapavirus,mosquito,0,0,True
318845,Parry Creek virus,Rhabdoviridae,Hapavirus,mosquito,0,0,True
2980398,Pelarsalen rhabdo-like virus,Rhabdoviridae,,mosquito,0,0,True
1272940,Porton virus,Rhabdoviridae,Hapavirus,mosquito,0,0,True
1272955,Puchong virus,Rhabdoviridae,Ephemerovirus,mosquito,0,1,False
1479613,Puerto Almendras virus,Rhabdoviridae,Almendravirus,mosquito,0,1,False
1628186,Rhabdoviridae environmental sample,Rhabdoviridae,,mosquito,0,0,True
1955137,Rhabdoviridae sp.,Rhabdoviridae,,"biting_midge,mosquito,tick",0,0,True
2599624,Rhabdovirus sp.,Rhabdoviridae,,mosquito,0,0,True
2569609,Rhipicephalus associated rhabdo-like virus,Rhabdoviridae,,tick,0,0,True
1803263,Riverside virus 1,Rhabdoviridae,Ohlsrhavirus,mosquito,0,1,False
380435,Rochambeau virus,Rhabdoviridae,Curiovirus,mosquito,0,0,True
2697642,Rondonia rhabdovirus,Rhabdoviridae,,tick,0,0,True
1620896,Sawgrass virus,Rhabdoviridae,Sawgrhavirus,tick,0,0,True
2951068,Shanxi Arboretum virus,Rhabdoviridae,Almendravirus,mosquito,0,0,True
2951069,Shanxi Armigeres subalbatus rhabdovirus,Rhabdoviridae,Almendravirus,mosquito,0,0,True
1272958,Sweetwater Branch virus,Rhabdoviridae,Tibrovirus,biting_midge,0,0,True
1608085,Tacheng Tick Virus 3,Rhabdoviridae,,tick,0,0,True
1608089,Tacheng Tick Virus 7,Rhabdoviridae,Gammaricinrhavirus,tick,0,0,True
2983974,Tahe rhabdovirus 1,Rhabdoviridae,Alpharicinrhavirus,tick,0,0,True
2983975,Tahe rhabdovirus 2,Rhabdoviridae,Alpharicinrhavirus,tick,0,0,True
2983976,Tahe rhabdovirus 3,Rhabdoviridae,,tick,0,0,True
1608090,Taishun Tick Virus,Rhabdoviridae,Alpharicinrhavirus,tick,0,0,True
318844,Tibrogargan virus,Rhabdoviridae,Tibrovirus,biting_midge,0,1,False
1758878,Tongilchon virus 1,Rhabdoviridae,Ohlsrhavirus,mosquito,0,0,True
2972331,Tongliao Rhabd tick virus 1,Rhabdoviridae,,tick,0,0,True
2972325,Tongren Rhabd tick virus 1,Rhabdoviridae,Betaricinrhavirus,tick,0,0,True
2972336,Tongren Rhabd tick virus 2,Rhabdoviridae,Ledantevirus,tick,0,0,True
2972337,Tongren Rhabd tick virus 3,Rhabdoviridae,,tick,0,0,True
11277,Vesicular stomatitis Indiana virus,Rhabdoviridae,Vesiculovirus,biting_midge,0,0,True
1972567,Vesiculovirus bogdanovac,Rhabdoviridae,Vesiculovirus,mosquito,0,0,True
1972568,Vesiculovirus jurona,Rhabdoviridae,Vesiculovirus,mosquito,1,1,True
1972570,Vesiculovirus malpais,Rhabdoviridae,Vesiculovirus,mosquito,0,0,True
1972569,Vesiculovirus perinet,Rhabdoviridae,Vesiculovirus,mosquito,0,1,False
1569258,Walkabout Creek virus,Rhabdoviridae,Sunrhavirus,biting_midge,0,0,True
3241518,Wenchang ephemerovirus,Rhabdoviridae,Ephemerovirus,tick,0,0,True
1608134,Wuhan Mosquito Virus 9,Rhabdoviridae,Stangrhavirus,mosquito,0,0,True
2972338,Wuhu Rhabd tick virus 1,Rhabdoviridae,,tick,0,0,True
2805772,Xanthi rhabdovirus,Rhabdoviridae,,mosquito,0,0,True
2886224,Xiangshan rhabdo-like virus 1,Rhabdoviridae,Almendravirus,mosquito,0,0,True
1272959,Xiburema virus,Rhabdoviridae,Arurhavirus,mosquito,0,1,False
2560016,Xinjiang tick rhabdovirus,Rhabdoviridae,Lostrhavirus,tick,0,0,True
3416183,Xuecheng tick lostrhavirus,Rhabdoviridae,Lostrhavirus,tick,0,1,False
2972330,Yanbian Rhabd tick virus 2,Rhabdoviridae,,tick,0,0,True
2972326,Yanbian Rhabd tick virus 3,Rhabdoviridae,Betaricinrhavirus,tick,0,0,True
1272960,Yata virus,Rhabdoviridae,Ephemerovirus,mosquito,0,1,False
3396455,Yiliekede tick virus 2,Rhabdoviridae,,tick,0,0,True
1608146,Yongjia Tick Virus 2,Rhabdoviridae,Ledantevirus,tick,0,0,True
2972332,Yushu Rhabd tick virus 2,Rhabdoviridae,Alpharicinrhavirus,tick,0,0,True
1620507,Zahedan rhabdovirus,Rhabdoviridae,Zarhavirus,tick,0,1,False
