virus_taxid,virus,virus_family,virus_genus,human_to_human,zoonotic_relaxed,zoonotic_strict
185946,rhinovirus a100,Picornaviridae,Enterovirus,1,0,0
1219381,rhinovirus a101,Picornaviridae,Enterovirus,1,0,0
1033850,rhinovirus a103,Picornaviridae,Enterovirus,1,0,0
39767,rhinovirus a11,Picornaviridae,Enterovirus,1,0,0
147684,rhinovirus a12,Picornaviridae,Enterovirus,1,0,0
185893,rhinovirus a13,Picornaviridae,Enterovirus,1,0,0
185894,rhinovirus a15,Picornaviridae,Enterovirus,1,0,0
31708,rhinovirus a16,Picornaviridae,Enterovirus,1,1,1
147674,rhinovirus a18,Picornaviridae,Enterovirus,1,0,0
185895,rhinovirus a19,Picornaviridae,Enterovirus,1,0,0
2777147,rhinovirus a1b,Picornaviridae,Enterovirus,1,0,0
12130,rhinovirus a2,Picornaviridae,Enterovirus,1,0,0
147675,rhinovirus a20,Picornaviridae,Enterovirus,1,0,0
44128,rhinovirus a21,Picornaviridae,Enterovirus,1,0,0
185896,rhinovirus a22,Picornaviridae,Enterovirus,1,0,0
12135,rhinovirus a23,Picornaviridae,Enterovirus,1,0,0
185897,rhinovirus a24,Picornaviridae,Enterovirus,1,0,0
185898,rhinovirus a25,Picornaviridae,Enterovirus,1,0,0
147672,rhinovirus a28,Picornaviridae,Enterovirus,1,0,0
44129,rhinovirus a29,Picornaviridae,Enterovirus,1,0,0
185901,rhinovirus a30,Picornaviridae,Enterovirus,1,0,0
185902,rhinovirus a31,Picornaviridae,Enterovirus,1,0,0
185903,rhinovirus a32,Picornaviridae,Enterovirus,1,0,0
185904,rhinovirus a33,Picornaviridae,Enterovirus,1,0,0
185905,rhinovirus a34,Picornaviridae,Enterovirus,1,0,0
147673,rhinovirus a36,Picornaviridae,Enterovirus,1,0,0
185906,rhinovirus a38,Picornaviridae,Enterovirus,1,0,0
185907,rhinovirus a39,Picornaviridae,Enterovirus,1,0,0
185908,rhinovirus a40,Picornaviridae,Enterovirus,1,0,0
185909,rhinovirus a41,Picornaviridae,Enterovirus,1,0,0
167321,rhinovirus a43,Picornaviridae,Enterovirus,1,0,0
185910,rhinovirus a44,Picornaviridae,Enterovirus,1,0,0
147676,rhinovirus a45,Picornaviridae,Enterovirus,1,0,0
167324,rhinovirus a46,Picornaviridae,Enterovirus,1,0,0
185911,rhinovirus a47,Picornaviridae,Enterovirus,1,0,0
44131,rhinovirus a49,Picornaviridae,Enterovirus,1,0,0
44132,rhinovirus a50,Picornaviridae,Enterovirus,1,0,0
185912,rhinovirus a51,Picornaviridae,Enterovirus,1,0,0
185913,rhinovirus a53,Picornaviridae,Enterovirus,1,0,0
185914,rhinovirus a54,Picornaviridae,Enterovirus,1,0,0
185915,rhinovirus a55,Picornaviridae,Enterovirus,1,0,0
185916,rhinovirus a56,Picornaviridae,Enterovirus,1,0,0
185917,rhinovirus a57,Picornaviridae,Enterovirus,1,0,0
44133,rhinovirus a58,Picornaviridae,Enterovirus,1,0,0
185918,rhinovirus a59,Picornaviridae,Enterovirus,1,0,0
185919,rhinovirus a60,Picornaviridae,Enterovirus,1,0,0
185920,rhinovirus a61,Picornaviridae,Enterovirus,1,0,0
44134,rhinovirus a62,Picornaviridae,Enterovirus,1,0,0
185921,rhinovirus a63,Picornaviridae,Enterovirus,1,0,0
185922,rhinovirus a64,Picornaviridae,Enterovirus,1,0,0
44135,rhinovirus a65,Picornaviridae,Enterovirus,1,0,0
185923,rhinovirus a66,Picornaviridae,Enterovirus,1,0,0
185924,rhinovirus a67,Picornaviridae,Enterovirus,1,0,0
185925,rhinovirus a68,Picornaviridae,Enterovirus,1,0,0
44136,rhinovirus a7,Picornaviridae,Enterovirus,1,0,0
185927,rhinovirus a71,Picornaviridae,Enterovirus,1,0,0
185928,rhinovirus a73,Picornaviridae,Enterovirus,1,0,0
185929,rhinovirus a74,Picornaviridae,Enterovirus,1,0,0
185930,rhinovirus a75,Picornaviridae,Enterovirus,1,0,0
185931,rhinovirus a76,Picornaviridae,Enterovirus,1,0,0
185932,rhinovirus a77,Picornaviridae,Enterovirus,1,0,0
147685,rhinovirus a78,Picornaviridae,Enterovirus,1,0,0
185890,rhinovirus a8,Picornaviridae,Enterovirus,1,0,0
185934,rhinovirus a80,Picornaviridae,Enterovirus,1,0,0
185935,rhinovirus a81,Picornaviridae,Enterovirus,1,0,0
167322,rhinovirus a82,Picornaviridae,Enterovirus,1,0,0
185937,rhinovirus a85,Picornaviridae,Enterovirus,1,0,0
185939,rhinovirus a88,Picornaviridae,Enterovirus,1,0,0
12132,rhinovirus a89,Picornaviridae,Enterovirus,1,0,0
185891,rhinovirus a9,Picornaviridae,Enterovirus,1,0,0
185940,rhinovirus a90,Picornaviridae,Enterovirus,1,0,0
185941,rhinovirus a94,Picornaviridae,Enterovirus,1,0,0
185943,rhinovirus a96,Picornaviridae,Enterovirus,1,0,0
185944,rhinovirus a98,Picornaviridae,Enterovirus,1,0,0
147712,rhinovirus b,Picornaviridae,Enterovirus,1,0,0
12131,rhinovirus b14,Picornaviridae,Enterovirus,1,0,0
150904,rhinovirus b17,Picornaviridae,Enterovirus,1,0,0
185899,rhinovirus b26,Picornaviridae,Enterovirus,1,0,0
185900,rhinovirus b27,Picornaviridae,Enterovirus,1,0,0
44130,rhinovirus b3,Picornaviridae,Enterovirus,1,0,0
167329,rhinovirus b35,Picornaviridae,Enterovirus,1,0,0
147680,rhinovirus b37,Picornaviridae,Enterovirus,1,0,0
185889,rhinovirus b4,Picornaviridae,Enterovirus,1,0,0
147683,rhinovirus b42,Picornaviridae,Enterovirus,1,0,0
147679,rhinovirus b48,Picornaviridae,Enterovirus,1,0,0
147714,rhinovirus b5,Picornaviridae,Enterovirus,1,0,0
147677,rhinovirus b52,Picornaviridae,Enterovirus,1,0,0
147681,rhinovirus b6,Picornaviridae,Enterovirus,1,0,0
147678,rhinovirus b69,Picornaviridae,Enterovirus,1,0,0
185926,rhinovirus b70,Picornaviridae,Enterovirus,1,0,0
44137,rhinovirus b72,Picornaviridae,Enterovirus,1,0,0
185933,rhinovirus b79,Picornaviridae,Enterovirus,1,0,0
185936,rhinovirus b83,Picornaviridae,Enterovirus,1,0,0
167328,rhinovirus b84,Picornaviridae,Enterovirus,1,0,0
185938,rhinovirus b86,Picornaviridae,Enterovirus,1,0,0
167325,rhinovirus b91,Picornaviridae,Enterovirus,1,0,0
167326,rhinovirus b92,Picornaviridae,Enterovirus,1,0,0
167327,rhinovirus b93,Picornaviridae,Enterovirus,1,0,0
167330,rhinovirus b97,Picornaviridae,Enterovirus,1,0,0
185945,rhinovirus b99,Picornaviridae,Enterovirus,1,0,0
463676,rhinovirus c,Picornaviridae,Enterovirus,1,1,1
1219416,rhinovirus c1,Picornaviridae,Enterovirus,1,0,0
1219419,rhinovirus c10,Picornaviridae,Enterovirus,1,0,0
1240004,rhinovirus c11,Picornaviridae,Enterovirus,1,0,0
1418064,rhinovirus c12,Picornaviridae,Enterovirus,1,0,0
1418033,rhinovirus c15,Picornaviridae,Enterovirus,1,0,0
1219404,rhinovirus c17,Picornaviridae,Enterovirus,1,0,0
1219376,rhinovirus c2,Picornaviridae,Enterovirus,1,0,0
2045067,rhinovirus c23,Picornaviridae,Enterovirus,1,0,0
1219377,rhinovirus c3,Picornaviridae,Enterovirus,1,0,0
2045073,rhinovirus c31,Picornaviridae,Enterovirus,1,0,0
1219405,rhinovirus c32,Picornaviridae,Enterovirus,1,0,0
2045075,rhinovirus c34,Picornaviridae,Enterovirus,1,0,0
1077430,rhinovirus c35,Picornaviridae,Enterovirus,1,0,0
1418041,rhinovirus c36,Picornaviridae,Enterovirus,1,0,0
1418035,rhinovirus c39,Picornaviridae,Enterovirus,1,0,0
1219406,rhinovirus c40,Picornaviridae,Enterovirus,1,0,0
2045078,rhinovirus c41,Picornaviridae,Enterovirus,1,0,0
1219407,rhinovirus c42,Picornaviridae,Enterovirus,1,0,0
1219413,rhinovirus c43,Picornaviridae,Enterovirus,1,0,0
2035045,rhinovirus c47,Picornaviridae,Enterovirus,1,0,0
2777134,rhinovirus c48,Picornaviridae,Enterovirus,1,0,0
2777131,rhinovirus c51,Picornaviridae,Enterovirus,1,0,0
2032983,rhinovirus c53,Picornaviridae,Enterovirus,1,0,0
2094116,rhinovirus c56,Picornaviridae,Enterovirus,1,0,0
1219378,rhinovirus c6,Picornaviridae,Enterovirus,1,0,0
1219380,rhinovirus c8,Picornaviridae,Enterovirus,1,0,0
1220265,rhinovirus c9,Picornaviridae,Enterovirus,1,0,0
12075,swine vesicular disease virus,Picornaviridae,Enterovirus,0,1,1
12092,hepatovirus a,Picornaviridae,Hepatovirus,1,1,1
208726,human hepatitis a virus,Picornaviridae,Hepatovirus,1,1,1
1313215,aichivirus a1,Picornaviridae,Kobuvirus,0,0,0
72149,kobuvirus aichi,Picornaviridae,Kobuvirus,1,1,1
194965,kobuvirus bejaponia,Picornaviridae,Kobuvirus,0,1,1
1224522,kobuvirus sewage kathmandu,Picornaviridae,Kobuvirus,0,0,0
1906354,human parechovirus 17,Picornaviridae,Parechovirus,1,0,0
1906355,human parechovirus 18,Picornaviridae,Parechovirus,1,0,0
1906356,human parechovirus 19,Picornaviridae,Parechovirus,1,0,0
39085,human parechovirus 2,Picornaviridae,Parechovirus,1,0,0
195055,human parechovirus 3,Picornaviridae,Parechovirus,1,0,0
362784,human parechovirus 4,Picornaviridae,Parechovirus,1,0,0
376148,human parechovirus 5,Picornaviridae,Parechovirus,1,0,0
411152,human parechovirus 6,Picornaviridae,Parechovirus,1,0,0
533185,human parechovirus 7,Picornaviridae,Parechovirus,1,0,0
602074,human parechovirus 8,Picornaviridae,Parechovirus,1,0,0
172314,ljungan virus,Picornaviridae,Parechovirus,0,1,1
1803956,parechovirus a,Picornaviridae,Parechovirus,0,0,0
12063,parechovirus a1,Picornaviridae,Parechovirus,1,0,0
1511807,rosavirus a2,Picornaviridae,Rosavirus,0,1,1
1330524,salivirus a,Picornaviridae,Salivirus,0,1,1
1547495,salivirus fhb,Picornaviridae,Salivirus,0,0,0
651733,salivirus ng-j1,Picornaviridae,Salivirus,0,0,0
180170,infectious spleen and kidney necrosis virus,Iridoviridae,Megalocytivirus,0,0,0
2571073,human gut-associated brisavirus vw,Redondoviridae,Torbevirus,1,0,0
2571074,human gut-associated vientovirus mw,Redondoviridae,Torbevirus,1,0,0
2571075,human lung-associated brisavirus aa,Redondoviridae,Torbevirus,1,0,0
2571076,human lung-associated brisavirus ii,Redondoviridae,Torbevirus,1,0,0
2571077,human lung-associated brisavirus md,Redondoviridae,Torbevirus,1,0,0
2571078,human lung-associated brisavirus rc,Redondoviridae,Torbevirus,1,0,0
2571079,human lung-associated vientovirus al,Redondoviridae,Torbevirus,1,0,0
2571080,human lung-associated vientovirus dc,Redondoviridae,Torbevirus,1,0,0
2571081,human lung-associated vientovirus es,Redondoviridae,Torbevirus,1,0,0
2571082,human lung-associated vientovirus fb,Redondoviridae,Torbevirus,1,0,0
2571083,human lung-associated vientovirus jb,Redondoviridae,Torbevirus,1,0,0
2571084,human lung-associated vientovirus jy,Redondoviridae,Torbevirus,1,0,0
2571085,human lung-associated vientovirus lt,Redondoviridae,Torbevirus,1,0,0
2571086,human oral-associated brisavirus yh,Redondoviridae,Torbevirus,1,0,0
2571087,human oral-associated vientovirus av,Redondoviridae,Torbevirus,1,0,0
2571088,human oral-associated vientovirus ec,Redondoviridae,Torbevirus,1,0,0
2571089,human oral-associated vientovirus lz,Redondoviridae,Torbevirus,1,0,0
2571090,human oral-associated vientovirus mc,Redondoviridae,Torbevirus,1,0,0
2571091,human oral-associated vientovirus xm,Redondoviridae,Torbevirus,1,0,0
40052,changuinola virus,Sedoreoviridae,Orbivirus,0,1,1
40053,corriparta virus,Sedoreoviridae,Orbivirus,0,1,1
40064,kemerovo virus,Sedoreoviridae,Orbivirus,0,1,1
40057,lebombo virus,Sedoreoviridae,Orbivirus,0,1,1
1597962,muko virus,Sedoreoviridae,Orbivirus,0,1,1
40058,orungo virus,Sedoreoviridae,Orbivirus,0,1,1
40059,palyam virus,Sedoreoviridae,Orbivirus,0,1,1
10941,human rotavirus a,Sedoreoviridae,Rotavirus,1,1,1
10943,human rotavirus c,Sedoreoviridae,Rotavirus,1,1,1
28875,rotavirus a,Sedoreoviridae,Rotavirus,1,1,1
28876,rotavirus b,Sedoreoviridae,Rotavirus,1,1,1
36427,rotavirus c,Sedoreoviridae,Rotavirus,0,1,1
73034,rotavirus g2,Sedoreoviridae,Rotavirus,0,1,1
73036,rotavirus g3,Sedoreoviridae,Rotavirus,0,1,1
42567,rotavirus g9,Sedoreoviridae,Rotavirus,0,1,1
1348384,rotavirus h,Sedoreoviridae,Rotavirus,0,1,1
77763,banna virus,Sedoreoviridae,Seadornavirus,0,1,1
104580,kadipiro virus,Sedoreoviridae,Seadornavirus,0,1,1
2748762,colorado tick fever coltivirus,Spinareoviridae,Coltivirus,0,1,1
2747210,eyach coltivirus,Spinareoviridae,Coltivirus,0,1,1
351073,mammalian orthoreovirus,Spinareoviridae,Orthoreovirus,1,1,1
538121,mammalian orthoreovirus 2,Spinareoviridae,Orthoreovirus,0,1,1
538123,mammalian orthoreovirus 3,Spinareoviridae,Orthoreovirus,0,1,1
118027,nelson bay orthoreovirus,Spinareoviridae,Orthoreovirus,0,1,1
1459003,pteropine orthoreovirus,Spinareoviridae,Orthoreovirus,0,1,1
1525173,human circovirus vs6600022,Pecoviridae,Amaruvirus,1,0,0
1788432,bat mastadenovirus wiv10,Adenoviridae,Mastadenovirus,0,1,1
1788433,bat mastadenovirus wiv11,Adenoviridae,Mastadenovirus,0,1,1
10533,human adenovirus 1,Adenoviridae,Mastadenovirus,1,1,1
10541,human adenovirus 11,Adenoviridae,Mastadenovirus,1,0,0
1461395,human adenovirus 11+34,Adenoviridae,Mastadenovirus,1,0,0
28282,human adenovirus 12,Adenoviridae,Mastadenovirus,1,1,1
10521,human adenovirus 14,Adenoviridae,Mastadenovirus,1,0,0
28276,human adenovirus 15,Adenoviridae,Mastadenovirus,1,0,0
31544,human adenovirus 16,Adenoviridae,Mastadenovirus,1,0,0
46922,human adenovirus 17,Adenoviridae,Mastadenovirus,1,0,0
10528,human adenovirus 18,Adenoviridae,Mastadenovirus,1,0,0
28278,human adenovirus 19,Adenoviridae,Mastadenovirus,1,0,0
88059,human adenovirus 19a,Adenoviridae,Mastadenovirus,1,0,0
10515,human adenovirus 2,Adenoviridae,Mastadenovirus,1,0,0
46923,human adenovirus 20,Adenoviridae,Mastadenovirus,1,0,0
32608,human adenovirus 21,Adenoviridae,Mastadenovirus,1,0,0
46924,human adenovirus 22,Adenoviridae,Mastadenovirus,1,0,0
46925,human adenovirus 23,Adenoviridae,Mastadenovirus,1,0,0
46926,human adenovirus 24,Adenoviridae,Mastadenovirus,1,0,0
46927,human adenovirus 25,Adenoviridae,Mastadenovirus,1,0,0
46928,human adenovirus 26,Adenoviridae,Mastadenovirus,1,0,0
46929,human adenovirus 27,Adenoviridae,Mastadenovirus,1,0,0
46930,human adenovirus 28,Adenoviridae,Mastadenovirus,1,0,0
46931,human adenovirus 29,Adenoviridae,Mastadenovirus,1,0,0
459785,human adenovirus 3+11p,Adenoviridae,Mastadenovirus,1,0,0
260047,human adenovirus 3+7,Adenoviridae,Mastadenovirus,1,0,0
46932,human adenovirus 30,Adenoviridae,Mastadenovirus,1,0,0
10529,human adenovirus 31,Adenoviridae,Mastadenovirus,1,0,0
46933,human adenovirus 32,Adenoviridae,Mastadenovirus,1,0,0
46934,human adenovirus 33,Adenoviridae,Mastadenovirus,1,0,0
10548,human adenovirus 34,Adenoviridae,Mastadenovirus,1,0,0
10522,human adenovirus 35,Adenoviridae,Mastadenovirus,1,0,0
46936,human adenovirus 36,Adenoviridae,Mastadenovirus,1,1,1
46943,human adenovirus 38,Adenoviridae,Mastadenovirus,1,0,0
46935,human adenovirus 39,Adenoviridae,Mastadenovirus,1,0,0
28280,human adenovirus 4,Adenoviridae,Mastadenovirus,1,0,0
28284,human adenovirus 40,Adenoviridae,Mastadenovirus,1,1,1
10524,human adenovirus 41,Adenoviridae,Mastadenovirus,1,0,0
46937,human adenovirus 42,Adenoviridae,Mastadenovirus,1,0,0
46938,human adenovirus 43,Adenoviridae,Mastadenovirus,1,0,0
46939,human adenovirus 44,Adenoviridae,Mastadenovirus,1,0,0
46940,human adenovirus 45,Adenoviridae,Mastadenovirus,1,0,0
46941,human adenovirus 46,Adenoviridae,Mastadenovirus,1,0,0
46942,human adenovirus 47,Adenoviridae,Mastadenovirus,1,0,0
39641,human adenovirus 48,Adenoviridae,Mastadenovirus,1,0,0
218120,human adenovirus 49,Adenoviridae,Mastadenovirus,1,0,0
28285,human adenovirus 5,Adenoviridae,Mastadenovirus,1,1,1
107462,human adenovirus 50,Adenoviridae,Mastadenovirus,1,0,0
245072,human adenovirus 51,Adenoviridae,Mastadenovirus,1,0,0
556926,human adenovirus 53,Adenoviridae,Mastadenovirus,1,0,0
651580,human adenovirus 54,Adenoviridae,Mastadenovirus,1,0,0
714978,human adenovirus 55,Adenoviridae,Mastadenovirus,1,0,0
880565,human adenovirus 56,Adenoviridae,Mastadenovirus,1,0,0
980087,human adenovirus 58,Adenoviridae,Mastadenovirus,1,0,0
1091198,human adenovirus 60a,Adenoviridae,Mastadenovirus,1,0,0
1069441,human adenovirus 61,Adenoviridae,Mastadenovirus,1,0,0
1091197,human adenovirus 62,Adenoviridae,Mastadenovirus,1,0,0
1124795,human adenovirus 63,Adenoviridae,Mastadenovirus,1,0,0
1145295,human adenovirus 64,Adenoviridae,Mastadenovirus,1,0,0
1094363,human adenovirus 65,Adenoviridae,Mastadenovirus,1,0,0
1337398,human adenovirus 66,Adenoviridae,Mastadenovirus,1,0,0
1101371,human adenovirus 67,Adenoviridae,Mastadenovirus,1,0,0
1096763,human adenovirus 68,Adenoviridae,Mastadenovirus,1,0,0
1604283,human adenovirus 69,Adenoviridae,Mastadenovirus,1,0,0
10519,human adenovirus 7,Adenoviridae,Mastadenovirus,1,0,0
1643649,human adenovirus 71,Adenoviridae,Mastadenovirus,1,0,0
1972755,human adenovirus 81,Adenoviridae,Mastadenovirus,1,0,0
2461378,human adenovirus 86,Adenoviridae,Mastadenovirus,1,0,0
45659,human adenovirus b3,Adenoviridae,Mastadenovirus,1,0,0
28275,human adenovirus d10,Adenoviridae,Mastadenovirus,1,0,0
46921,human adenovirus d13,Adenoviridae,Mastadenovirus,1,0,0
52275,human adenovirus d37,Adenoviridae,Mastadenovirus,1,0,0
31545,human adenovirus d8,Adenoviridae,Mastadenovirus,1,0,0
10527,human adenovirus d9,Adenoviridae,Mastadenovirus,1,0,0
129875,human mastadenovirus a,Adenoviridae,Mastadenovirus,1,1,1
108098,human mastadenovirus b,Adenoviridae,Mastadenovirus,1,1,1
129951,human mastadenovirus c,Adenoviridae,Mastadenovirus,1,1,1
130310,human mastadenovirus d,Adenoviridae,Mastadenovirus,1,1,1
130308,human mastadenovirus e,Adenoviridae,Mastadenovirus,1,1,1
130309,human mastadenovirus f,Adenoviridae,Mastadenovirus,1,1,1
536079,human mastadenovirus g,Adenoviridae,Mastadenovirus,1,1,1
585060,simian adenovirus 26,Adenoviridae,Mastadenovirus,0,1,1
585084,simian adenovirus 27.2,Adenoviridae,Mastadenovirus,0,0,0
585085,simian adenovirus 28.1,Adenoviridae,Mastadenovirus,0,1,1
585086,simian adenovirus 28.2,Adenoviridae,Mastadenovirus,0,0,0
585063,simian adenovirus 29,Adenoviridae,Mastadenovirus,0,1,1
585064,simian adenovirus 30,Adenoviridae,Mastadenovirus,0,1,1
585087,simian adenovirus 31.1,Adenoviridae,Mastadenovirus,0,1,1
585088,simian adenovirus 31.2,Adenoviridae,Mastadenovirus,0,1,1
585066,simian adenovirus 32,Adenoviridae,Mastadenovirus,0,1,1
585067,simian adenovirus 33,Adenoviridae,Mastadenovirus,0,1,1
585068,simian adenovirus 34,Adenoviridae,Mastadenovirus,0,1,1
585089,simian adenovirus 35.1,Adenoviridae,Mastadenovirus,0,1,1
585090,simian adenovirus 35.2,Adenoviridae,Mastadenovirus,0,1,1
585071,simian adenovirus 37,Adenoviridae,Mastadenovirus,0,1,1
585072,simian adenovirus 38,Adenoviridae,Mastadenovirus,0,1,1
585073,simian adenovirus 39,Adenoviridae,Mastadenovirus,0,1,1
585093,simian adenovirus 40.1,Adenoviridae,Mastadenovirus,0,1,1
585094,simian adenovirus 40.2,Adenoviridae,Mastadenovirus,0,1,1
585095,simian adenovirus 41.1,Adenoviridae,Mastadenovirus,0,0,0
585096,simian adenovirus 41.2,Adenoviridae,Mastadenovirus,0,0,0
585098,simian adenovirus 42.2,Adenoviridae,Mastadenovirus,0,1,1
585099,simian adenovirus 42.3,Adenoviridae,Mastadenovirus,0,1,1
585077,simian adenovirus 43,Adenoviridae,Mastadenovirus,0,0,0
585078,simian adenovirus 44,Adenoviridae,Mastadenovirus,0,1,1
585079,simian adenovirus 45,Adenoviridae,Mastadenovirus,0,0,0
585080,simian adenovirus 46,Adenoviridae,Mastadenovirus,0,0,0
585081,simian adenovirus 47,Adenoviridae,Mastadenovirus,0,0,0
687340,torque teno virus 1,Anelloviridae,Alphatorquevirus,1,1,1
687349,torque teno virus 10,Anelloviridae,Alphatorquevirus,1,0,0
687351,torque teno virus 12,Anelloviridae,Alphatorquevirus,1,0,0
687354,torque teno virus 15,Anelloviridae,Alphatorquevirus,1,0,0
687355,torque teno virus 16,Anelloviridae,Alphatorquevirus,1,0,0
687356,torque teno virus 17,Anelloviridae,Alphatorquevirus,1,0,0
687357,torque teno virus 18,Anelloviridae,Alphatorquevirus,1,0,0
687358,torque teno virus 19,Anelloviridae,Alphatorquevirus,1,0,0
687341,torque teno virus 2,Anelloviridae,Alphatorquevirus,1,1,1
687364,torque teno virus 25,Anelloviridae,Alphatorquevirus,1,1,1
687365,torque teno virus 26,Anelloviridae,Alphatorquevirus,1,1,1
687366,torque teno virus 27,Anelloviridae,Alphatorquevirus,1,0,0
687367,torque teno virus 28,Anelloviridae,Alphatorquevirus,1,0,0
687342,torque teno virus 3,Anelloviridae,Alphatorquevirus,1,1,1
687343,torque teno virus 4,Anelloviridae,Alphatorquevirus,1,1,1
687345,torque teno virus 6,Anelloviridae,Alphatorquevirus,1,0,0
687346,torque teno virus 7,Anelloviridae,Alphatorquevirus,1,0,0
687369,torque teno mini virus 1,Anelloviridae,Betatorquevirus,1,0,0
2065036,torque teno mini virus 10,Anelloviridae,Betatorquevirus,1,0,0
1859149,torque teno mini virus 18,Anelloviridae,Betatorquevirus,1,0,0
687370,torque teno mini virus 2,Anelloviridae,Betatorquevirus,1,0,0
687371,torque teno mini virus 3,Anelloviridae,Betatorquevirus,1,0,0
687372,torque teno mini virus 4,Anelloviridae,Betatorquevirus,1,1,1
687373,torque teno mini virus 5,Anelloviridae,Betatorquevirus,1,0,0
687374,torque teno mini virus 6,Anelloviridae,Betatorquevirus,1,0,0
687375,torque teno mini virus 7,Anelloviridae,Betatorquevirus,1,0,0
687376,torque teno mini virus 8,Anelloviridae,Betatorquevirus,1,0,0
1535290,torque teno mini virus ala22,Anelloviridae,Betatorquevirus,1,0,0
1535291,torque teno mini virus alh8,Anelloviridae,Betatorquevirus,1,0,0
2057931,torque teno mini virus sha,Anelloviridae,Betatorquevirus,1,0,0
2057932,torque teno mini virus shb,Anelloviridae,Betatorquevirus,1,0,0
2057933,torque teno mini virus shc,Anelloviridae,Betatorquevirus,1,0,0
93678,ttv-like mini virus,Anelloviridae,Betatorquevirus,1,1,1
687379,torque teno midi virus 1,Anelloviridae,Gammatorquevirus,1,0,0
2065051,torque teno midi virus 10,Anelloviridae,Gammatorquevirus,1,0,0
2065052,torque teno midi virus 11,Anelloviridae,Gammatorquevirus,1,0,0
2065053,torque teno midi virus 12,Anelloviridae,Gammatorquevirus,1,0,0
2065054,torque teno midi virus 13,Anelloviridae,Gammatorquevirus,1,0,0
2065055,torque teno midi virus 14,Anelloviridae,Gammatorquevirus,1,0,0
2065056,torque teno midi virus 15,Anelloviridae,Gammatorquevirus,1,0,0
687380,torque teno midi virus 2,Anelloviridae,Gammatorquevirus,1,0,0
2065046,torque teno midi virus 5,Anelloviridae,Gammatorquevirus,1,0,0
2065047,torque teno midi virus 6,Anelloviridae,Gammatorquevirus,1,0,0
2065048,torque teno midi virus 7,Anelloviridae,Gammatorquevirus,1,0,0
2065049,torque teno midi virus 8,Anelloviridae,Gammatorquevirus,1,0,0
2065050,torque teno midi virus 9,Anelloviridae,Gammatorquevirus,1,0,0
1002273,avian gyrovirus 2,Anelloviridae,Gyrovirus,0,1,1
12618,chicken anemia virus,Anelloviridae,Gyrovirus,0,1,0
1214955,gyrovirus 4,Anelloviridae,Gyrovirus,0,1,0
1163715,gyrovirus gyv3,Anelloviridae,Gyrovirus,0,1,0
1415627,gyrovirus tu243,Anelloviridae,Gyrovirus,0,0,0
1415628,gyrovirus tu789,Anelloviridae,Gyrovirus,0,0,0
2749445,anellovirus cya/2019,Anelloviridae,,0,0,0
2749446,anellovirus cyb/2019,Anelloviridae,,0,0,0
2749447,anellovirus cyc/2019,Anelloviridae,,0,0,0
2778524,human anellovirus zj-ad 1,Anelloviridae,,1,0,0
943084,micro torque teno virus,Anelloviridae,,0,0,0
136966,sen virus,Anelloviridae,,0,0,0
289366,small anellovirus 1,Anelloviridae,,1,0,0
289367,small anellovirus 2,Anelloviridae,,1,0,0
432261,torque teno midi virus,Anelloviridae,,1,1,0
68887,torque teno virus,Anelloviridae,,1,1,0
687347,torque teno virus 8,Anelloviridae,,1,0,0
2853118,torque teno virus az1_2,Anelloviridae,,0,0,0
2853119,torque teno virus az6_5,Anelloviridae,,0,0,0
2853120,torque teno virus az7_4,Anelloviridae,,0,0,0
2749452,tt virus cya/2019,Anelloviridae,,1,0,0
2749453,tt virus cyb/2019,Anelloviridae,,1,0,0
2749454,tt virus cyc/2019,Anelloviridae,,1,0,0
1891727,alphapolyomavirus octihominis,Polyomaviridae,Alphapolyomavirus,1,0,0
2734294,alphapolyomavirus quardecihominis,Polyomaviridae,Alphapolyomavirus,1,0,0
1891726,alphapolyomavirus quintihominis,Polyomaviridae,Alphapolyomavirus,1,1,0
1891728,alphapolyomavirus terdecihominis,Polyomaviridae,Alphapolyomavirus,1,0,0
1303334,human polyomavirus 12,Polyomaviridae,Alphapolyomavirus,1,0,0
943908,human polyomavirus 9,Polyomaviridae,Alphapolyomavirus,1,0,0
1891762,betapolyomavirus hominis,Polyomaviridae,Betapolyomavirus,1,1,0
1891767,betapolyomavirus macacae,Polyomaviridae,Betapolyomavirus,0,1,0
1891765,betapolyomavirus quartihominis,Polyomaviridae,Betapolyomavirus,1,0,0
1891763,betapolyomavirus secuhominis,Polyomaviridae,Betapolyomavirus,1,0,0
1891764,betapolyomavirus tertihominis,Polyomaviridae,Betapolyomavirus,1,0,0
423447,ki polyomavirus stockholm 350,Polyomaviridae,Betapolyomavirus,1,0,0
423448,ki polyomavirus stockholm 380,Polyomaviridae,Betapolyomavirus,1,0,0
423446,ki polyomavirus stockholm 60,Polyomaviridae,Betapolyomavirus,1,0,0
1208309,deltapolyomavirus decihominis,Polyomaviridae,Deltapolyomavirus,1,0,0
1891745,deltapolyomavirus undecihominis,Polyomaviridae,Deltapolyomavirus,1,0,0
746830,human polyomavirus 6,Polyomaviridae,Deltapolyomavirus,1,0,0
746831,human polyomavirus 7,Polyomaviridae,Deltapolyomavirus,1,0,0
2506584,quebec polyomavirus,Polyomaviridae,Deltapolyomavirus,0,0,0
1891754,epsilonpolyomavirus bovis,Polyomaviridae,Epsilonpolyomavirus,0,1,0
12480,african green monkey polyomavirus,Polyomaviridae,,0,1,0
